Length (m),0.3,0.4,0.5,0.6
Trial 1,1.01,1.19,1.34,1.48
Trial 2,1.08,1.26,1.43,1.58
Trial 3,1.11,1.29,1.44,1.54
Trial 4,1.04,1.24,1.46,1.48
Trial 5,1.09,1.28,1.43,1.63
